customer_id,contract_id,email,phone,product,valid_from,valid_until
515862,96de1f97-43c8-46ce-b912-88ac55079c6a,eirik.e@gmail.com,45679999,PetProtect Lifetime,2021-08-02,
894102,21016346-1421-4a3c-be9b-96065e0cb831,vidar_p@getmail.no,92345555,MarineVoyage Standard,2021-08-08,2023-03-14
262162,901ea3b4-64bc-4d7c-a1cd-a1d5347d2f3b,tom.a@getmail.no,42347766,PetProtect Lifetime,2021-08-09,
713774,bfa9d668-3e81-4850-8421-a441e35ec36b,inger.e@getmail.no,92348877,HomeGuardian Elite,2021-08-16,
156083,1bd595b8-ca07-41e5-b816-a0314d076b1f,bjorg.e@online.no,98765656,TravelLite SingleTrip,2021-08-18,
436957,9bc39fee-ec54-4d46-80fa-ec6126c688f1,ingrid_j@online.no,92346655,DroneFlight Liability,2021-08-23,
731844,cf08c0ec-06fc-407d-b026-5c90cd54cd40,ingeborg.j@gmail.com,40127777,MobilePhone TheftGuard,2021-08-27,
518341,cd5449a7-9512-4059-898d-ac62baed5d7e,marit_l@getmail.no,91238899,HealthCare Basic,2021-08-29,2023-04-30
495838,8bddcf85-d6c6-45de-b96f-d1e7aacd4e6e,eirik.a@altibox.no,45674455,TravelLite SingleTrip,2021-09-04,
462901,9a0b9a1a-1899-446d-b48b-b9867a4e91d5,einar.m@altibox.no,42344433,HealthCare Basic,2021-09-14,2023-03-28
560731,6b9beae0-7943-4900-9414-26805ae86d7e,per_i@online.no,92341098,DroneFlight Liability,2021-09-16,
159990,3351ea25-7fb5-475d-8dbe-1bc0a9fbc868,oyvind_b@online.no,44567777,EventCancel Assurance,2021-09-30,
283645,91acdc88-7e8b-42a8-92f0-b92b8e81a882,nina.p@online.no,40124567,MarineVoyage Standard,2021-10-10,
600368,f34b943d-8ad8-425d-ba57-f43564cdcc58,k.lunde@altibox.no,44567890,SeniorCare LongTerm,2021-10-26,
474839,da2edba7-7e08-49eb-8ccf-3d4b513dac9b,oddmund_a@gmail.com,41231122,MobilePhone TheftGuard,2021-10-27,
474839,dfac2f8f-517f-45e8-b19f-89bb75ea95b6,oddmund_a@gmail.com,41231122,MarineVoyage Standard,2021-10-27,
404128,cbeea356-22f3-442e-bf1a-c3b7e3613b6a,kari.h@getmail.no,91235656,TradeCredit Protect,2021-10-30,2023-04-09
397456,904a52e3-71fc-4fca-bae4-7d5c877058f9,signe.i@altibox.no,90129900,DroneFlight Liability,2021-10-30,
141942,caad7b09-34ec-4937-bbc3-1ac6eead58e1,hege_s@gmail.com,97659999,HomeGuardian Standard,2021-11-16,
130104,db6d129f-669e-4e7d-bfe8-507753b6a41c,jan.moen.pro@gmail.com,94321098,CyberSafe Personal,2021-11-16,
318283,29e17435-ee9a-4311-a547-70fbcf14aaa0,atle_b@gmail.com,93451212,CyberSafe Business,2021-11-18,2023-07-10
816463,e2e3096f-546f-4b65-8a1a-94b735c67af7,liv_v@online.no,43215555,TradeCredit Protect,2021-11-20,
299750,69a2f846-8610-4d7d-9b46-d0a76c6c39bf,may_i@live.no,98762222,RoadShield Premium,2021-11-26,2023-06-05
961024,8412169c-a5a3-45db-83da-b1a767a1ae6f,sissel.j@outlook.com,44562222,TravelMax Annual,2021-11-30,
778701,349dceeb-223a-42ae-83de-d26967b8b6bc,bodil_m@getmail.no,94329999,PetProtect Basic,2021-12-03,
232551,cf6270a2-66d5-48cd-958c-6b28c584eb55,ellen_j@live.no,92346666,PetProtect Lifetime,2021-12-12,
582908,ee510500-589b-485f-9c35-703dc02e0fbb,elin.s@outlook.no,92345544,CyberSafe Business,2021-12-17,
594202,bf3717d1-190c-4169-90ca-add2f64680a1,hege_d@getmail.no,90122211,MobilePhone TheftGuard,2021-12-26,
329531,8ecff121-7118-4543-8de6-5508dc638b14,merete.r@live.no,49014444,GadgetCover OneYear,2021-12-29,2023-01-31
979068,816035f7-060f-4680-b0af-6268928389cc,ove_k@gmail.com,45674567,PetProtect Basic,2022-01-01,
551029,f0b9b5a7-994f-4475-bc42-4285b6354d84,helge_e@getmail.no,49011122,GadgetCover Accidental,2022-01-11,
232892,1518fabc-8f57-445a-95a5-14dac5ef74ed,kjellfrid.h@online.no,42342222,GadgetCover Accidental,2022-01-14,
961024,98aace74-ee70-47f0-b9a7-012422c9dfa4,sissel.j@outlook.com,44562222,MobilePhone TheftGuard,2022-01-23,2023-12-30
368599,8312c078-db8b-4690-8394-7f4385971a90,turid.e@protonmail.com,41235555,PetProtect Basic,2022-01-25,
859141,d93fa7a4-f868-4aa3-b413-0728d019a3d2,gunn.s@live.no,94323322,RoadShield Premium,2022-01-27,
210327,8527d606-e6f5-4b2b-ba22-6e3a28fe8b8f,beate.h@online.no,93454455,RoadShield Premium,2022-02-01,
493663,c155ccb6-70f3-4c8b-8542-fbcaa56e42f1,jan.s@outlook.com,40129999,AutoFlex Compact,2022-02-02,
585972,591d4ad5-ff98-4383-aa74-cb668a08424a,siv_helle@icloud.com,98764455,LifeSecure WholePlus,2022-02-02,
279654,7297ec52-1a97-43eb-bdce-c1b3ea5201b3,odd_v@outlook.no,40123333,HealthCare Plus,2022-02-04,
954948,6bf69599-ca95-4df7-9c61-4ce0d033bc45,helge.moe@gmail.com,49018888,HealthCare Plus,2022-02-04,
282022,5310395e-6178-4528-874e-dff1ff86092e,gunnar_e@altibox.no,91231212,HealthCare Plus,2022-02-21,
836569,471db843-4ea1-4286-82cd-2a2d3f385a3f,arve_w@icloud.com,46784455,PersonalLiability Plus,2022-02-21,
170589,0db775e0-6561-48e5-b82a-f26f728eeaf4,stian_j@altibox.no,44567766,Disability Income Starter,2022-03-07,
272290,95305af8-d1d8-47e8-a8b7-29c411f49a4a,solfrid.m@altibox.no,97659988,SMBBusiness Shield,2022-03-26,2023-01-20
681192,7869cb37-f73c-4328-977f-584e36308ece,vidar_s@online.no,92344444,AutoFlex Compact,2022-03-31,
910045,9d2599bb-3032-4b82-a604-c60e952eb999,oddmund_j@outlook.no,41232222,GadgetCover OneYear,2022-04-06,
551029,6f5d5ddb-cde5-4944-9dac-3e0f446185a6,helge_e@getmail.no,49011122,TradeCredit Protect,2022-04-12,2023-05-02
847682,b865643e-685a-40be-a777-d3981db004cc,vegard.s@outlook.no,46784433,CyberSafe Business,2022-04-15,2023-07-11
635710,80cf0b8f-be2d-42c2-a7a0-802e0474aaef,randi_b@online.no,94321234,TradeCredit Protect,2022-04-15,2023-09-24
859910,5ae19abe-43f7-4c7f-9e16-06175d8e153e,b.andreassen@gmail.com,94328899,CropYield Protect,2022-04-17,2023-09-04
282022,d81960ac-535e-4fe0-9213-2033dc3601d6,gunnar_e@altibox.no,91231212,HealthCare Plus,2022-04-21,2023-04-22
789285,44360e78-585f-468d-8882-6e9f5613f0cd,bjorg.b@getmail.no,98769988,AutoFlex Compact,2022-04-24,
816463,82e045bc-dcd3-48c1-b399-ca4eeee742a1,liv_v@online.no,43215555,SMBBusiness Shield,2022-04-28,2023-01-12
396583,1cbab7fb-8348-4a4c-ad99-ec561e55b6b9,torstein_k@online.no,94322222,TravelMax Annual,2022-04-28,
582908,02e58a30-8b45-49e5-a26f-39c2c1fa97c6,elin.s@outlook.no,92345544,PersonalLiability Plus,2022-04-30,
640562,92aa178b-6cb6-4d5b-acce-9013125eca80,torstein_l@icloud.com,94324567,CropYield Protect,2022-05-02,
985320,44a71820-bf0a-4d1c-96bb-accbebf6b653,trine.o@icloud.com,91231111,HealthCare Basic,2022-05-09,
833359,b94319e7-cd22-4673-a19d-a2bf819eac39,kristina.n@outlook.no,42345555,Disability Income Starter,2022-05-18,2023-07-15
635656,4c1eb166-e8fb-4940-92ff-48beefdcf819,sverre_h@gmail.com,46783333,IdentitySecure Plus,2022-05-18,2023-05-29
357294,d0e0fcc3-b7d1-4275-9b5f-34c284c6e1fe,gudrun_a@online.no,97658899,SMBBusiness Shield,2022-05-21,
762092,fdc58d10-d0c8-42a9-80b9-b477cf3e0071,ingrid_s@icloud.com,92341111,PetProtect Lifetime,2022-06-07,2023-09-15
537410,e9b8eae7-5c98-4d8e-a56b-f275d6dec235,geir.j.johnsen@online.no,95678901,CyberSafe Business,2022-06-08,
624341,18fce1ca-7f16-42a2-8565-016b735d667f,randi.g@altibox.no,91233322,TradeCredit Protect,2022-06-15,
810048,b009bb5a-d65c-4038-a38c-b70910002d08,ingunn.bo@live.no,90121122,CommunityEvent Liability,2022-06-16,
396583,4ba3e29f-5f09-4860-872a-048bf97c26f1,torstein_k@online.no,94322222,GadgetCover Accidental,2022-06-18,2023-09-14
784245,8cb8a6af-be36-4234-8faa-1664f056508f,arne_h@getmail.no,46785555,Disability Income Starter,2022-06-23,2023-11-29
481922,1e800107-f14f-4844-8b81-19fe403f900b,grethe.j@live.no,46782222,PersonalLiability Plus,2022-06-27,2023-11-06
196881,5b0b5a97-fa55-4a74-8c2f-67c30b0c6322,kari.s@online.no,91233333,EventCancel Assurance,2022-07-06,
720219,0a8dd8f5-e65b-4680-927f-73263cd0a505,torill.h@outlook.no,94320000,GadgetCover OneYear,2022-07-07,
490064,3228c29f-0f2a-478e-887b-deaa1d5a91ab,anne.s@online.no,90121111,HomeGuardian Standard,2022-07-12,
600368,b691a99e-14ae-427d-a0fc-8223a23f730c,k.lunde@altibox.no,44567890,EventCancel Assurance,2022-07-12,
553526,29cc7bee-9f4b-47e3-a9d0-857ed87a52cc,sissel.i@gmail.com,44563333,CommunityEvent Liability,2022-07-14,
633304,4bcfd289-68e9-46ea-8829-63417349cbf6,grethe.h@outlook.com,46784567,CyberSafe Business,2022-07-18,
272290,72d0a0dc-c178-4a20-b17e-ed3d5ca4456a,solfrid.m@altibox.no,97659988,CommunityEvent Liability,2022-07-24,2023-05-30
250527,433ac3e6-dc3b-4fee-afad-b54e22abaedd,terje.h82@icloud.com,44568899,CyberSafe Business,2022-07-25,
956240,3889b7dc-5606-4a78-ac09-dff07a93f3d6,liv.dahl@online.no,43210000,IdentitySecure Plus,2022-07-27,
612247,44d6637d-5f71-4cc0-8055-574301a96b53,kjellfrid_h@gmail.com,42343333,DroneFlight Liability,2022-08-01,
822564,58d8b62e-9778-4966-886e-64aec1ff7de0,haakon_j@getmail.no,90127890,DroneFlight Liability,2022-08-01,
827503,57964e84-3065-419e-a944-481fa68490f3,odd.strand@icloud.com,40129988,PetProtect Lifetime,2022-08-02,
387697,ac6a555f-dc72-48e1-975d-b2b7dae90261,atle.h@altibox.no,93457777,RoadShield Premium,2022-08-04,2023-02-25
672292,4d63dd93-838a-4e84-a6ec-0a4239039490,oyvind.b@getmail.no,44561212,PetProtect Basic,2022-08-07,
897998,653c4848-8adb-4342-b2eb-2e7521f8ecae,jon.e@getmail.no,44563322,RoadShield Premium,2022-08-16,2023-02-16
762092,d62f57ce-1078-434f-a411-6dfa7633f2f7,ingrid_s@icloud.com,92341111,LifeSecure Term,2022-08-24,
740621,717f55d5-c5c8-43da-85bb-d7bbcca43fed,trond.a@gmail.com,49011111,GadgetCover OneYear,2022-09-02,2023-10-27
518341,c2c03aa5-c1bc-41a9-af8f-4c9c620e2318,marit_l@getmail.no,91238899,CommunityEvent Liability,2022-09-03,2023-11-10
650315,9089e279-b210-4248-a407-048c3c3b976f,kjellfrid_k@getmail.no,42344567,MarineVoyage Standard,2022-09-03,
394197,5ca05253-6281-45d4-b704-0f65bef2334a,ellen.v@protonmail.com,92341111,CropYield Protect,2022-09-16,
991703,7af018e9-b12b-4478-8811-cfeb9cf584e3,k.moen@outlook.no,45673322,TravelMax Annual,2022-09-19,2023-08-06
196881,d9243151-642e-4814-9165-7b58665bb58b,kari.s@online.no,91233333,GadgetCover OneYear,2022-09-19,
678264,11bf50dc-00f4-432e-b135-b075ef9ff46c,ragnhild_k@online.no,45670000,CyberSafe Business,2022-09-20,
305923,b6993e3a-b676-4e0f-83b7-ed5d36e44010,ivar_n@altibox.no,49015544,HomeGuardian Standard,2022-09-22,2023-06-30
797747,8a6547a0-908f-4a2e-a680-90a012b524c8,bjorn84@getmail.no,91234561,ApplianceCare Extended,2022-09-25,
725871,8f2348a5-8d47-42ab-9cb7-96f8e04cf3ca,arve_j@protonmail.com,46781111,SeniorCare LongTerm,2022-09-27,
742908,33b522fc-221d-4542-b57a-9c78bdb6cff2,harald_h@online.no,44563333,CropYield Protect,2022-10-07,
737849,558d3afd-267b-4ce2-9242-56d2533181dc,turid_p@outlook.no,41233344,TravelMax Annual,2022-10-12,2023-10-07
877700,7344b47e-d038-4d0d-b746-d37ad5a25607,eivind.h@outlook.no,43218899,HomeGuardian Standard,2022-10-14,
196881,5e312e92-5af7-4621-a9a5-30b990704d9e,kari.s@online.no,91233333,AutoFlex Compact,2022-10-19,
586217,a3b9710f-5dda-474f-8b96-8f3bb8b0e0a6,sandy.l111@live.no,90128989,CommunityEvent Liability,2022-10-21,2023-08-20
858230,136ce62a-42c5-49da-9311-9be079e69a6d,rolf_l@online.no,91456789,CommunityEvent Liability,2022-10-21,2023-03-29
404128,6bbc99fa-a25a-4dda-a0ff-8f461aab2f38,kari.h@getmail.no,91235656,PersonalLiability Plus,2022-10-21,
542827,6054ad5a-3c41-4c79-a8b8-89e000f48d61,Else_Sandvik@pm.me,95437777,GadgetCover OneYear,2022-10-25,
584289,a3b682f4-d953-415d-9f1a-755ea9849c97,astrid.n@outlook.com,94329988,CropYield Protect,2022-10-28,2023-03-19
396583,139eb681-bc60-40da-9e52-798d106f9784,torstein_k@online.no,94322222,HomeGuardian Standard,2022-10-31,
283645,1ab9e64b-ed1e-4733-8bf9-d6c639345f32,nina.p@online.no,40124567,PetProtect Basic,2022-10-31,
725871,970865d5-ab6b-44bf-bb58-aec6bba8f810,arve_j@protonmail.com,46781111,HealthCare Basic,2022-11-02,
343493,bd5ac27e-d275-4c8a-ba8f-5f5303d077b3,else_m@icloud.com,95430000,HealthCare Basic,2022-11-03,2023-09-25
657313,6f6a5a35-d05d-45fa-b5d6-db25f212fb37,morten_l@online.no,41231111,IdentitySecure Plus,2022-11-05,
274051,0d76efb3-d901-4475-b726-c77ba6995de9,merete_l@outlook.no,49015555,LifeSecure Term,2022-11-06,
210327,adb55206-16d2-4388-8461-f23dadd4bcf8,beate.h@online.no,93454455,KidnapRansom Elite,2022-11-10,
855867,1eb9d592-8bce-4d98-aa47-a91a9d86814e,arild_j@online.no,49019900,CropYield Protect,2022-11-26,
943652,343dcc9d-7058-411d-8025-4fb4fd3a1953,terje.i@protonmail.com,44569999,PersonalLiability Plus,2022-12-01,2023-02-05
681997,85e0fae1-c487-4080-839b-b4f7b5694ee2,stein_m@outlook.com,49011111,RentersGuard Basic,2022-12-06,2023-05-19
128228,9000f338-35ec-4fd1-aaee-71eb0976976f,kristina.p@gmail.com,42340000,PersonalLiability Plus,2022-12-25,
998515,b765b17b-2226-47fd-b9bd-826125d38faf,beate_l@icloud.com,93459999,Disability Income Starter,2022-12-26,
800538,1529abfd-2d08-41e1-a2e7-eb2cc180b6c6,kaare.h@altibox.no,42349999,CropYield Protect,2022-12-31,
508693,e06bba35-1a1a-492f-b857-95513870c76d,harald_b@icloud.com,44565656,HealthCare Basic,2023-01-07,2023-08-18
763083,781ec5fa-089d-4d86-a333-17803ab8109a,ingunn_h@outlook.com,90128888,KidnapRansom Elite,2023-01-09,
722535,6b14d2f6-eaca-4424-b318-ea66e0d3e14b,arne.s@online.no,46781212,HealthCare Basic,2023-01-12,
782925,6ce3702a-7bc6-4734-a909-9b4e9e7233e3,heidi.k@online.no,92342222,RoadShield Premium,2023-01-14,
943652,4bfab4ab-635e-4465-b7af-ca9173ffdaa4,terje.i@protonmail.com,44569999,CropYield Protect,2023-01-15,2023-10-10
394343,45a4fbbb-89f0-44ed-a9a7-b783364b6240,ragnhild_h@icloud.com,45677777,PetProtect Basic,2023-01-24,
343493,7a4670a3-0ed7-45ab-bdd8-562e2d8b8ecc,else_m@icloud.com,95430000,RentersGuard Basic,2023-01-26,
183024,09f9d49f-2552-49f3-bbb9-8aa01e0f3529,tore_m@outlook.no,43215656,AutoFlex Compact,2023-02-03,
607881,617bb102-fd5b-47fd-9b37-02208d8a6578,oddmund_l@icloud.com,41231234,GadgetCover Accidental,2023-02-04,
825006,1a1d03b5-e952-46fe-b56d-cff72e8e0be1,roald_m@gmail.com,41235544,KidnapRansom Elite,2023-02-08,
496099,4c6fec95-8e50-4733-8d3b-534418d86dda,kaare_j@outlook.com,42344455,CommunityEvent Liability,2023-02-11,2023-09-01
312387,f4a62c39-5594-4060-85fc-5df924528206,torstein_j@gmail.com,94322233,SeniorCare LongTerm,2023-02-16,
685722,3e71ef01-a1b6-4a48-b3e9-cc6d6243e69e,sveinung.bo@outlook.com,40124598,MobilePhone TheftGuard,2023-02-19,
836569,a4111a2e-2181-4c43-b253-b8e0126e3d7b,arve_w@icloud.com,46784455,CyberSafe Business,2023-02-19,
990511,f51deaa7-7883-4621-be3b-394199814ecd,vigdis_j@altibox.no,95438899,RoadShield Premium,2023-02-20,
612247,42d20d57-c833-4fba-a095-770d1697a2bd,kjellfrid_h@gmail.com,42343333,SMBBusiness Shield,2023-02-27,2023-12-07
333425,c03f9fb6-15a9-4f99-9612-b34a877e2324,w.pettersen@online.no,95437766,Disability Income Starter,2023-03-07,
576183,233f6291-6f95-45db-99a5-b93b87a75dec,a.sande@online.no,95434433,LifeSecure WholePlus,2023-03-08,2023-10-06
237254,49553c31-8a1b-4012-a9c5-a10bd6688b22,ingunn.a@altibox.no,90121234,CommunityEvent Liability,2023-03-08,
977055,13b7d89a-4adb-4ccb-8edd-e65652a6d481,terje.e.77@yahoo.no,97654321,EventCancel Assurance,2023-03-11,
692675,3a884bd9-6c7d-457e-9e75-04a5c89fc464,ingrid_s@protonmail.com,95433322,HomeGuardian Elite,2023-03-18,2023-05-25
495838,0f3adc0d-ca59-4739-b2bd-0674db389777,eirik.a@altibox.no,45674455,HealthCare Basic,2023-03-22,
581972,5b5761b1-7cb8-44ce-b7c3-2e27b982b460,eirik_h@live.no,91233333,PersonalLiability Plus,2023-03-22,
823368,9b511109-909a-4028-a012-36a78fc56a9a,trine_h@telenor.no,43210987,PersonalLiability Plus,2023-04-03,
840549,06693bb9-cf90-41c5-8556-e751b8930454,odd_j@protonmail.com,40125656,HomeGuardian Standard,2023-04-16,
360354,15a3a7e5-f99e-46bc-9785-d87b2e5f15c7,heidi_pet@outlook.com,40123456,LifeSecure Term,2023-04-19,
146742,86453858-04e3-41ea-a269-6a63335bd9b1,magnus_s@getmail.no,98765555,AutoFlex Compact,2023-04-19,
360354,838a2060-a4ac-4d98-af08-88520422b937,heidi_pet@outlook.com,40123456,HomeGuardian Standard,2023-04-28,2023-07-30
841086,52d4083b-02ea-4942-9c16-bc9744cce802,trond_aas@online.no,49016666,PetProtect Basic,2023-04-29,2023-10-09
922581,e9082cb6-c10c-4bab-9677-d72b040756df,linda.s@online.no,98768899,KidnapRansom Elite,2023-05-11,2023-11-24
413387,1024b0a2-0f84-480f-a3de-8b310aba8d3e,sissel.o@live.no,44562233,KidnapRansom Elite,2023-05-14,2023-09-23
650315,8c8633b0-1ac6-4170-98ab-656cfbd10eda,kjellfrid_k@getmail.no,42344567,IdentitySecure Plus,2023-05-20,2023-05-23
579188,9a25a6ee-e06a-46b0-8cb3-76c275aaeb43,ellen.h@outlook.com,92348989,LifeSecure Term,2023-05-22,
736623,9dfd8977-98c5-4717-aca0-de54473a88f9,nina.m@getmail.no,40123333,HomeGuardian Standard,2023-05-25,
367414,b4690684-f05c-4332-a05f-01c7ac6d7968,ove_j@getmail.no,45672222,HomeGuardian Elite,2023-05-28,
720219,d971bfe5-cb3f-47b2-8ab5-3b2cbdf947f7,torill.h@outlook.no,94320000,HealthCare Plus,2023-05-30,2023-08-13
742908,3b0cfbce-d50d-46ea-b90b-8f61f8f2f78d,harald_h@online.no,44563333,TradeCredit Protect,2023-05-30,
435073,1f3db47d-a517-4dd4-b436-7468f53d7136,bodil.h@online.no,98763322,PersonalLiability Plus,2023-06-08,
540257,c5add1f8-d4af-43b3-8348-2d60af1bdc4a,hege.aas@getmail.no,97654455,HomeGuardian Standard,2023-06-09,
346997,9835a493-6137-4e43-aad8-9cdcc5365455,torill_m@live.no,94321212,PersonalLiability Plus,2023-06-15,
334083,6b01ee2a-708f-4697-8155-ea738f340027,ove.holm@online.no,45672233,TravelLite SingleTrip,2023-06-20,
899303,897efa65-c474-4b98-b8df-8d15772fe8bf,bodil.p@gmail.com,94321111,HomeGuardian Elite,2023-07-08,
130104,08b3ba88-1676-4ca3-bbfc-300177dbe277,jan.moen.pro@gmail.com,94321098,GadgetCover Accidental,2023-07-11,
692675,ad9dc6e6-6af4-490e-83f1-12a829d89e3c,ingrid_s@protonmail.com,95433322,SeniorCare LongTerm,2023-07-13,
